-2.915749637582495666e+02;-2.162889245302981180e+02;6.432754679448970592e+01;-9.816391622864104605e+00;5.143261957773756166e+00;-1.780899310200602415e+01;-1.085664842490441195e+01;1.755483028182325000e+01;-2.428288926330515096e+01;-5.743990308586414351e+00
-2.915749637582499645e+02;-2.162889245302981180e+02;6.432754679448959223e+01;-9.816391622864111710e+00;5.143261957773850312e+00;-1.780899310200591401e+01;-1.085664842490445103e+01;1.755483028182299776e+01;-2.428288926330514030e+01;-5.743990308586324645e+00
-2.915749637582488276e+02;-2.162889245302996528e+02;6.432754679449033119e+01;-9.816391622864134803e+00;5.143261957773981763e+00;-1.780899310200597796e+01;-1.085664842490436754e+01;1.755483028182349159e+01;-2.428288926330477793e+01;-5.743990308586336191e+00
-2.915749637582499645e+02;-2.162889245302971233e+02;6.432754679448883905e+01;-9.816391622863715583e+00;5.143261957773699322e+00;-1.780899310200584651e+01;-1.085664842490425031e+01;1.755483028182333172e+01;-2.428288926330527886e+01;-5.743990308586189641e+00
-2.915749637582498508e+02;-2.162889245302983738e+02;6.432754679449065804e+01;-9.816391622864077959e+00;5.143261957773703763e+00;-1.780899310200596020e+01;-1.085664842490451321e+01;1.755483028182333172e+01;-2.428288926330487740e+01;-5.743990308586346849e+00
-2.915749637582497940e+02;-2.162889245302981180e+02;6.432754679448991908e+01;-9.816391622863905653e+00;5.143261957773716198e+00;-1.780899310200591401e+01;-1.085664842490460202e+01;1.755483028182311855e+01;-2.428288926330567676e+01;-5.743990308586290894e+00
-2.915749637582497940e+02;-2.162889245302980896e+02;6.432754679448959223e+01;-9.816391622864401256e+00;5.143261957773716198e+00;-1.780899310200682351e+01;-1.085664842490448478e+01;1.755483028182295868e+01;-2.428288926330507635e+01;-5.743990308586346849e+00
-2.915749637582497940e+02;-2.162889245302980612e+02;6.432754679448991908e+01;-9.816391622863944733e+00;5.143261957773699322e+00;-1.780899310200617336e+01;-1.085664842490466064e+01;1.755483028182333172e+01;-2.428288926330497688e+01;-5.743990308586290894e+00
-2.915749637582497940e+02;-2.162889245302980896e+02;6.432754679448981960e+01;-9.816391622865165090e+00;5.143261957773716198e+00;-1.780899310200552321e+01;-1.085664842490442616e+01;1.755483028182343830e+01;-2.428288926330517583e+01;-5.743990308586257143e+00
-2.915749637582497940e+02;-2.162889245302980612e+02;6.432754679448983381e+01;-9.816391622864173883e+00;5.143261957773582971e+00;-1.780899310200591401e+01;-1.085664842490471926e+01;1.755483028182333172e+01;-2.428288926330487740e+01;-5.743990308586324645e+00
-2.915749637582497940e+02;-2.162889245302980896e+02;6.432754679448983381e+01;-9.816391622864173883e+00;5.143261957773781923e+00;-1.780899310200581454e+01;-1.085664842490507098e+01;1.755483028182333172e+01;-2.428288926330517583e+01;-5.743990308586414351e+00
-2.822283865592434040e+02;-1.518987745484278378e+02;6.465361585912806675e+01;-2.950496632432061972e+01;-7.842785711573760032e+00;-3.793822279989508672e+01;-4.393704786000274254e+01;5.033935360420711191e+01;-2.494889741352621371e-01;-2.322396939071866839e+01
-2.722944321588827279e+02;-8.563499660793610246e+01;6.415526340091506086e+01;-4.433563678399157482e+01;-2.360720213687546121e+01;-5.690069750159030804e+01;-7.440721099043454956e+01;8.657328205004310462e+01;2.413321789930963845e+01;-4.018653667499344095e+01
-2.615664336497040949e+02;-1.756953082794603915e+01;6.259958738919209509e+01;-5.117405905373834685e+01;-4.010576986575448188e+01;-7.207339222124295475e+01;-9.597053587301746802e+01;1.191392553362139495e+02;4.221476316289804487e+01;-5.276920443350147139e+01
-2.503472696488321105e+02;4.979291480970942985e+01;5.019713604999755319e+01;-5.873863624310843079e+01;-4.923949431170017732e+01;-8.500179878771886877e+01;-1.177309261661682029e+02;1.358669875318522884e+02;5.945056651525130320e+01;-5.676198763900271160e+01
-2.390357741229269095e+02;1.157620476368184086e+02;3.107427108709474695e+01;-6.842116921017114350e+01;-5.218407781314483174e+01;-9.563373921432227576e+01;-1.368242759184608133e+02;1.399647988275850139e+02;7.493807535794061891e+01;-6.315908066655568120e+01
-2.273983988733456556e+02;1.794227581777932983e+02;9.441785390716159299e+00;-7.992588514146457612e+01;-5.144599202686016781e+01;-1.020878554964030940e+02;-1.525387051003357897e+02;1.379765100823869659e+02;8.794686937432790330e+01;-7.303882635927713807e+01
-2.147253944217805781e+02;2.380076387522146319e+02;-1.497737062502784156e+01;-9.121488738052450174e+01;-4.417630611609708779e+01;-1.048153701077352480e+02;-1.580286715913686066e+02;1.221911244344535987e+02;9.902730289937723285e+01;-8.625916389376884297e+01
-2.115947042699247618e+02;2.265316036515799851e+02;-4.264544799377276973e+01;-8.205457076917092252e+01;-2.155682435172318634e+01;-8.080103893749455324e+01;-1.242898930967918005e+02;6.773070551890778290e+01;8.061433242260319787e+01;-8.367004115353260829e+01
-2.095084591869561450e+02;2.023318590424010210e+02;-7.165796787322904038e+01;-7.548584606420639886e+01;-4.455593147677323174e+00;-5.309071979734900992e+01;-8.792345730667634029e+01;4.468607440907467421e+00;5.201009829220384262e+01;-6.900417783613600875e+01
-2.075268751755897654e+02;1.707669049685013078e+02;-9.920052528339195419e+01;-7.387192668417496577e+01;1.298785383993451248e+01;-2.613140870748308942e+01;-5.801550232268157004e+01;-5.762554096211345467e+01;3.106585510866624134e+01;-5.383351036032386361e+01
-2.048906896348393047e+02;1.336859940060632539e+02;-1.147739974300929617e+02;-6.618033675223547618e+01;1.948096125669705714e+01;1.530558128580450195e+01;-3.643964789549876571e+01;-1.044234630388915548e+02;2.354661386111827426e+01;-4.134498735851053652e+01
-2.020749382638101963e+02;9.620590722899292757e+01;-1.235872465645977911e+02;-5.414302156643019259e+01;2.158876531444583691e+01;6.058293258848424756e+01;-1.559484548216060062e+01;-1.453078125722603318e+02;2.341469919514087294e+01;-2.452309982654837128e+01
-1.995426185371501333e+02;5.908382389768416232e+01;-1.305928605526355284e+02;-3.957471440655179151e+01;2.096116670944168447e+01;1.051390315957712005e+02;6.744204464223491513e+00;-1.831136179420063286e+02;2.851858551963353250e+01;-6.248664829483018934e+00
-1.971713717676187798e+02;2.358814931148574701e+01;-1.320296304557502651e+02;-2.402766016225188750e+01;1.692067028977808718e+01;1.525397360515484877e+02;2.354466695929516007e+01;-2.099321162306922304e+02;3.439444802783807376e+01;1.753208558199418832e+01
-1.936264200312733408e+02;-1.026663140460394530e+01;-1.271676895780081935e+02;-8.534548062034751581e+00;8.569754162030037037e+00;1.986190414386445582e+02;4.012540763854640602e+01;-2.276361469146899879e+02;4.572063733211660974e+01;4.160360738275376491e+01
-1.891360882760473601e+02;-3.999496345496486072e+01;-1.144737940959437168e+02;8.047951107313293662e+00;3.942319890144565964e+00;2.440503553322412245e+02;6.226507833464464170e+01;-2.318484731092643187e+02;5.847317289861273792e+01;4.705627287137759396e+01
-1.855690698852601201e+02;-7.210855347635718715e+01;-9.480463118459798011e+01;2.752764922377324552e+01;-1.633480708805004156e+01;2.892286172230510601e+02;8.575045028930965429e+01;-2.217437844134477416e+02;6.490451635054138535e+01;5.511474931225795615e+01
